text,intent,domain,split,in_scope
"which health plan do i have, again",insurance,work,test,True
tell me about my health benefits,insurance,work,test,True
what's the name of my health insurance plan,insurance,work,test,True
explain my health benefits,insurance,work,test,True
what are my health insurance benefits,insurance,work,test,True
what specific health plan do i have,insurance,work,test,True
tell me the full name of my health plan,insurance,work,test,True
how do my health benefits work,insurance,work,test,True
can you tell me what health plan i am on,insurance,work,test,True
tell me my current health plan,insurance,work,test,True
which health plan am i currently enrolled in,insurance,work,test,True
i want to know what health plan i'm currently on,insurance,work,test,True
could you please inform me what health plan i am currently on,insurance,work,test,True
what are the benefits associated with my insurance,insurance,work,test,True
what are the benefits of having this insurance,insurance,work,test,True
what are my benefits with this insurance,insurance,work,test,True
what are my benefits on the insurance,insurance,work,test,True
google find out what health plan i am under,insurance,work,test,True
tell me what health plan coverage i have,insurance,work,test,True
cross grocery shopping off the todo list,todo_list_update,home,test,True
i don't need grocery shopping on my todo list anymore,todo_list_update,home,test,True
take grocery shopping off my todo list,todo_list_update,home,test,True
remove grocery shopping from todo list,todo_list_update,home,test,True
cross off grocery shopping from todo list,todo_list_update,home,test,True
i don't need mowing the lawn on my to do list anymore,todo_list_update,home,test,True
empty the contents of my to do list,todo_list_update,home,test,True
take everything off my to do list please,todo_list_update,home,test,True
take everything off my to do list,todo_list_update,home,test,True
please remove science fair from my to do list,todo_list_update,home,test,True
please put babysitting on my to do list,todo_list_update,home,test,True
please put lawn mowing on my list of to dos,todo_list_update,home,test,True
put the dishes on my list of things to do,todo_list_update,home,test,True
remove all items from my to do list,todo_list_update,home,test,True
take tennis practice off my to do list,todo_list_update,home,test,True
get rid of my to do list,todo_list_update,home,test,True
take dishes off the to do list,todo_list_update,home,test,True
add grocery shopping to my to do list,todo_list_update,home,test,True
remove laundry from my to do list,todo_list_update,home,test,True
please add laundry to the chores,todo_list_update,home,test,True
add mopping to the to do list,todo_list_update,home,test,True
please put dusting on my list of things to do,todo_list_update,home,test,True
please note vacuuming on my to do list,todo_list_update,home,test,True
insert mowing on the chore list,todo_list_update,home,test,True
you can dusting off my todo list,todo_list_update,home,test,True
you take sweeping of my todo list,todo_list_update,home,test,True
you can vacuuming of my todo list,todo_list_update,home,test,True
you can take laundry off my todo list,todo_list_update,home,test,True
you can take dishes off my todo list,todo_list_update,home,test,True
i need you to clear my todo list,todo_list_update,home,test,True
give me my reminders,reminder,home,test,True
what were the things that i wanted to remember,reminder,home,test,True
what were you supposed to remind me of,reminder,home,test,True
my list of reminders contains what,reminder,home,test,True
what did i want to remember,reminder,home,test,True
what did i ask you to remind me of,reminder,home,test,True
read my reminder list,reminder,home,test,True
is my meeting with frank on my list of reminders,reminder,home,test,True
list my reminders,reminder,home,test,True
what stuff am i trying to remember,reminder,home,test,True
what are my reminders,reminder,home,test,True
did i tell you to remind me about laundry,reminder,home,test,True
"on my reminders list, is there an item called conference call",reminder,home,test,True
what items did i want to remember,reminder,home,test,True
what's on my list of things to remember,reminder,home,test,True
what kinds of things are you supposed to remind me of,reminder,home,test,True
is grocery shopping on my reminders list,reminder,home,test,True
i want to know my reminders,reminder,home,test,True
read my list of reminders,reminder,home,test,True
can you tell me the to do's on my reminder list,reminder,home,test,True
please go though the bullet points on my reminder list,reminder,home,test,True
what are all the things on my reminder list,reminder,home,test,True
"i would like to hear the reminders that i listed on my things to remember list, please",reminder,home,test,True
what were the things i want to recall,reminder,home,test,True
can you please remind me of the items that i made note of to not forget,reminder,home,test,True
refresh my memory about what items i want to remember,reminder,home,test,True
remind me of the items on my list of things to remember,reminder,home,test,True
"i'd like to just confirm all of the reminders currently on my list of reminders, please",reminder,home,test,True
please play my list of reminders,reminder,home,test,True
"""which things are wanted to remember",reminder,home,test,True
can i speed up your voice,change_speed,meta,test,True
can i change your talking voice,change_speed,meta,test,True
talk fast,change_speed,meta,test,True
change voice speed,change_speed,meta,test,True
change device talking speed,change_speed,meta,test,True
speak it again slowly,change_speed,meta,test,True
try to speak slowly,change_speed,meta,test,True
will you please slow down your voice,change_speed,meta,test,True
slow down your voice,change_speed,meta,test,True
can you speak faster,change_speed,meta,test,True
how do i change the speed of your voice,change_speed,meta,test,True
can you talk faster,change_speed,meta,test,True
how do i make you talk faster,change_speed,meta,test,True
why are you talking so slowly,change_speed,meta,test,True
speed up your talking,change_speed,meta,test,True
talk faster,change_speed,meta,test,True
you talk to slow,change_speed,meta,test,True
can you adjust the speed of your voice,change_speed,meta,test,True
can you talk more slowly,change_speed,meta,test,True
go faster,change_speed,meta,test,True
can you not talk so fast,change_speed,meta,test,True
speak more quickly,change_speed,meta,test,True
you're talking too fast,change_speed,meta,test,True
you talk too slow,change_speed,meta,test,True
please speak a bit faster,change_speed,meta,test,True
double the speaking speed please,change_speed,meta,test,True
